country,species,fao_major_area,environment,year,value,iso3c,Taxon_code,family,notes,notes_2,aq_group
Singapore,Groupers nei,"Pacific, Western Central",Marine,2017,128.24,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Japanese seabass,"Pacific, Western Central",Marine,2017,0.2,SGP,F,Lateolabracidae,NA,NA,marine_fish_general
Singapore,John's snapper,"Pacific, Western Central",Marine,2017,23.18,SGP,F,Lutjanidae,NA,NA,marine_fish_general
Singapore,Malabar grouper,"Pacific, Western Central",Marine,2017,135.15,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Mangrove red snapper,"Pacific, Western Central",Marine,2017,15.83,SGP,F,Lutjanidae,NA,NA,marine_fish_general
Singapore,Marine fishes nei,"Pacific, Western Central",Marine,2017,31.68,SGP,F,Fish,NA,NA,marine_fish_general
Singapore,Milkfish,"Pacific, Western Central",Marine,2017,2093.51,SGP,F,Chanidae,NA,NA,marine_fish_general
Singapore,Orange-spotted grouper,"Pacific, Western Central",Marine,2017,10.48,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Potato grouper,"Pacific, Western Central",Marine,2017,0.34,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Snappers nei,"Pacific, Western Central",Marine,2017,5.93,SGP,F,Lutjanidae,NA,NA,marine_fish_general
Singapore,Snubnose pompano,"Pacific, Western Central",Marine,2017,217.2,SGP,F,Carangidae,NA,NA,marine_fish_general
Singapore,Spotted coralgrouper,"Pacific, Western Central",Marine,2017,2.77,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,White-spotted spinefoot,"Pacific, Western Central",Marine,2017,1.05,SGP,F,Siganidae,NA,NA,marine_fish_general
Slovenia,European seabass,Mediterranean and Black Sea,Marine,2017,80,SVN,F,Moronidae,NA,NA,marine_fish_general
Spain,European seabass,"Atlantic, Eastern Central",Marine,2017,4116.63,ESP,F,Moronidae,NA,NA,marine_fish_general
Spain,Gilthead seabream,"Atlantic, Eastern Central",Marine,2017,2400,ESP,F,Sparidae,NA,NA,marine_fish_general
Spain,European seabass,"Atlantic, Northeast",Brackishwater,2017,838.26,ESP,F,Moronidae,NA,NA,marine_fish_general
Spain,Gilthead seabream,"Atlantic, Northeast",Brackishwater,2017,273.29,ESP,F,Sparidae,NA,NA,marine_fish_general
Spain,Meagre,"Atlantic, Northeast",Brackishwater,2017,42.68,ESP,F,Sciaenidae,NA,NA,marine_fish_general
Spain,Mullets nei,"Atlantic, Northeast",Brackishwater,2017,45.09,ESP,F,Apogonidae,NA,NA,marine_fish_general
Spain,Senegalese sole,"Atlantic, Northeast",Brackishwater,2017,0.65,ESP,F,Soleidae,NA,NA,marine_fish_general
Spain,Spotted seabass,"Atlantic, Northeast",Brackishwater,2017,0.1,ESP,F,Serranidae,NA,NA,marine_fish_general
Spain,White seabream,"Atlantic, Northeast",Brackishwater,2017,0.98,ESP,F,Sparidae,NA,NA,marine_fish_general
Spain,Blackspot(=red) seabream,"Atlantic, Northeast",Marine,2017,142.15,ESP,F,Sparidae,NA,NA,marine_fish_general
Spain,European seabass,"Atlantic, Northeast",Marine,2017,1085.84,ESP,F,Moronidae,NA,NA,marine_fish_general
Spain,Mullets nei,"Atlantic, Northeast",Marine,2017,16.25,ESP,F,Apogonidae,NA,NA,marine_fish_general
Spain,Octopuses nei,"Atlantic, Northeast",Marine,2017,1.73,ESP,CEPH,Octopodidae,NA,NA,marine_fish_general
Spain,Senegalese sole,"Atlantic, Northeast",Marine,2017,1011.93,ESP,F,Soleidae,NA,NA,marine_fish_general
Spain,Spotted seabass,"Atlantic, Northeast",Marine,2017,0.21,ESP,F,Serranidae,NA,NA,marine_fish_general
Spain,Turbot,"Atlantic, Northeast",Marine,2017,8771.39,ESP,F,Chernetidae,NA,NA,marine_fish_general
Spain,White seabream,"Atlantic, Northeast",Marine,2017,0.33,ESP,F,Sparidae,NA,NA,marine_fish_general
Spain,European seabass,Mediterranean and Black Sea,Marine,2017,11615.19,ESP,F,Moronidae,NA,NA,marine_fish_general
Spain,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,14332.17,ESP,F,Sparidae,NA,NA,marine_fish_general
Spain,Greater amberjack,Mediterranean and Black Sea,Marine,2017,11,ESP,F,Carangidae,NA,NA,marine_fish_general
Spain,Meagre,Mediterranean and Black Sea,Marine,2017,3481.01,ESP,F,Sciaenidae,NA,NA,marine_fish_general
Sri Lanka,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Marine,2017,0.6,LKA,F,Latidae,NA,NA,marine_fish_general
Taiwan Province of China,Amberjacks nei,"Pacific, Northwest",Brackishwater,2017,512.54,TWN,F,Carangidae,NA,NA,marine_fish_general
Taiwan Province of China,Barramundi(=Giant seaperch),"Pacific, Northwest",Brackishwater,2017,3405.65,TWN,F,Latidae,NA,NA,marine_fish_general
Taiwan Province of China,Blackhead seabream,"Pacific, Northwest",Brackishwater,2017,118.58,TWN,F,Sparidae,NA,NA,marine_fish_general
Taiwan Province of China,Cobia,"Pacific, Northwest",Brackishwater,2017,455.03,TWN,F,Curculionidae,NA,NA,marine_fish_general
Taiwan Province of China,Flathead grey mullet,"Pacific, Northwest",Brackishwater,2017,1459.61,TWN,F,Mugilidae,NA,NA,marine_fish_general
Taiwan Province of China,Fourfinger threadfin,"Pacific, Northwest",Brackishwater,2017,9941.03,TWN,F,Polynemidae,NA,NA,marine_fish_general
Taiwan Province of China,Groupers nei,"Pacific, Northwest",Brackishwater,2017,21410.04,TWN,F,Serranidae,NA,NA,marine_fish_general
Taiwan Province of China,Japanese seabass,"Pacific, Northwest",Brackishwater,2017,1118.6,TWN,F,Lateolabracidae,NA,NA,marine_fish_general
Taiwan Province of China,Marine fishes nei,"Pacific, Northwest",Brackishwater,2017,856.6,TWN,F,Fish,NA,NA,marine_fish_general
Taiwan Province of China,Milkfish,"Pacific, Northwest",Brackishwater,2017,33069.17,TWN,F,Chanidae,NA,NA,marine_fish_general
Taiwan Province of China,"Porgies, seabreams nei","Pacific, Northwest",Brackishwater,2017,428.22,TWN,F,Sparidae,NA,NA,marine_fish_general
Taiwan Province of China,"Snappers, jobfishes nei","Pacific, Northwest",Brackishwater,2017,133.68,TWN,F,Lutjanidae,NA,NA,marine_fish_general
Taiwan Province of China,Amberjacks nei,"Pacific, Northwest",Marine,2017,274,TWN,F,Carangidae,NA,NA,marine_fish_general
Taiwan Province of China,Cobia,"Pacific, Northwest",Marine,2017,1614.8,TWN,F,Curculionidae,NA,NA,marine_fish_general
Taiwan Province of China,Groupers nei,"Pacific, Northwest",Marine,2017,375.38,TWN,F,Serranidae,NA,NA,marine_fish_general
Taiwan Province of China,Marine fishes nei,"Pacific, Northwest",Marine,2017,511.3,TWN,F,Fish,NA,NA,marine_fish_general
Taiwan Province of China,"Porgies, seabreams nei","Pacific, Northwest",Marine,2017,226.1,TWN,F,Sparidae,NA,NA,marine_fish_general
Tanzania,Milkfish,"Indian Ocean, Western",Brackishwater,2017,1.62,TZA,F,Chanidae,NA,NA,marine_fish_general
"Tanzania, United Rep. of",Milkfish,"Indian Ocean, Western",Brackishwater,2017,340,TZA,F,Chanidae,NA,NA,marine_fish_general
Thailand,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Brackishwater,2017,1006,THA,F,Latidae,NA,NA,marine_fish_general
Thailand,Groupers nei,"Indian Ocean, Eastern",Brackishwater,2017,1455,THA,F,Serranidae,NA,NA,marine_fish_general
Thailand,Barramundi(=Giant seaperch),"Pacific, Western Central",Brackishwater,2017,19448,THA,F,Latidae,NA,NA,marine_fish_general
Thailand,Groupers nei,"Pacific, Western Central",Brackishwater,2017,546,THA,F,Serranidae,NA,NA,marine_fish_general
Thailand,Marine fishes nei,"Pacific, Western Central",Brackishwater,2017,201,THA,F,Fish,NA,NA,marine_fish_general
Thailand,Metapenaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,111,THA,F,Penaeidae,NA,NA,marine_fish_general
Timor-Leste,Milkfish,"Indian Ocean, Eastern",Brackishwater,2017,5,TLS,F,Chanidae,NA,NA,marine_fish_general
Tunisia,European seabass,Mediterranean and Black Sea,Brackishwater,2017,3448,TUN,F,Moronidae,NA,NA,marine_fish_general
Tunisia,Gilthead seabream,Mediterranean and Black Sea,Brackishwater,2017,16841,TUN,F,Sparidae,NA,NA,marine_fish_general
Tunisia,Meagre,Mediterranean and Black Sea,Marine,2017,42,TUN,F,Sciaenidae,NA,NA,marine_fish_general
Turkey,Bluespotted seabream,Mediterranean and Black Sea,Marine,2017,122,TUR,F,Sparidae,NA,NA,marine_fish_general
Turkey,Common dentex,Mediterranean and Black Sea,Marine,2017,51,TUR,F,Sparidae,NA,NA,marine_fish_general
Turkey,European seabass,Mediterranean and Black Sea,Marine,2017,99971,TUR,F,Moronidae,NA,NA,marine_fish_general
Turkey,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,61090,TUR,F,Sparidae,NA,NA,marine_fish_general
Turkey,Meagre,Mediterranean and Black Sea,Marine,2017,697,TUR,F,Sciaenidae,NA,NA,marine_fish_general
Turkey,Pink dentex,Mediterranean and Black Sea,Marine,2017,107,TUR,F,Sparidae,NA,NA,marine_fish_general
Turkey,Red porgy,Mediterranean and Black Sea,Marine,2017,20,TUR,F,Sparidae,NA,NA,marine_fish_general
Turkey,Redbanded seabream,Mediterranean and Black Sea,Marine,2017,66,TUR,F,Sparidae,NA,NA,marine_fish_general
Turkey,Shi drum,Mediterranean and Black Sea,Marine,2017,125,TUR,F,Sciaenidae,NA,NA,marine_fish_general
Tuvalu,Milkfish,"Pacific, Western Central",Marine,2017,2.5,TUV,F,Chanidae,NA,NA,marine_fish_general
United Arab Emirates,Barramundi(=Giant seaperch),"Indian Ocean, Western",Marine,2017,32,ARE,F,Latidae,NA,NA,marine_fish_general
United Arab Emirates,European seabass,"Indian Ocean, Western",Marine,2017,665,ARE,F,Moronidae,NA,NA,marine_fish_general
United Arab Emirates,Gilthead seabream,"Indian Ocean, Western",Marine,2017,1810,ARE,F,Sparidae,NA,NA,marine_fish_general
United Arab Emirates,Greater amberjack,"Indian Ocean, Western",Marine,2017,70,ARE,F,Carangidae,NA,NA,marine_fish_general
United Arab Emirates,Orange-spotted grouper,"Indian Ocean, Western",Marine,2017,190,ARE,F,Serranidae,NA,NA,marine_fish_general
United Kingdom,Marine fishes nei,"Atlantic, Northeast",Brackishwater,2017,77,GBR,F,Fish,NA,NA,marine_fish_general
United States of America,Red drum,"Atlantic, Western Central",Marine,2017,1043,USA,F,Sciaenidae,NA,NA,marine_fish_general
United States of America,Longfin yellowtail,"Pacific, Eastern Central",Marine,2017,400,USA,F,Carangidae,NA,NA,marine_fish_general
United States of America,Marine fishes nei,"Pacific, Northeast",Marine,2017,600,USA,F,Fish,NA,NA,marine_fish_general
Viet Nam,Metapenaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,6444.64,VNM,F,Penaeidae,NA,NA,marine_fish_general
Viet Nam,Cobia,"Pacific, Western Central",Marine,2017,1696.08,VNM,F,Curculionidae,NA,NA,marine_fish_general
Viet Nam,Marine fishes nei,"Pacific, Western Central",Marine,2017,11553.26,VNM,F,Fish,NA,NA,marine_fish_general
Bahamas,Caribbean spiny lobster,"Atlantic, Western Central",Marine,2017,5,BHS,CRUST,Palinuridae,NA,NA,crustaceans
Bangladesh,Orange mud crab,"Indian Ocean, Eastern",Brackishwater,2017,14421,BGD,CRUST,Portunidae,NA,NA,crustaceans
British Virgin Islands,Caribbean spiny lobster,"Atlantic, Western Central",Marine,2017,1,VGB,CRUST,Palinuridae,NA,NA,crustaceans
Cambodia,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,2017,70,KHM,CRUST,Portunidae,NA,NA,crustaceans
China,Green mud crab,"Pacific, Northwest",Brackishwater,2017,151976,CHN,CRUST,Portunidae,NA,NA,crustaceans
China,Marine crabs nei,"Pacific, Northwest",Brackishwater,2017,14278,CHN,CRUST,Portunidae,NA,NA,crustaceans
China,Portunus swimcrabs nei,"Pacific, Northwest",Marine,2017,119777,CHN,CRUST,Portunidae,NA,NA,crustaceans
Fiji,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,2017,10,FJI,CRUST,Portunidae,NA,NA,crustaceans
Greece,Mediterranean shore crab,Mediterranean and Black Sea,Brackishwater,2017,11,GRC,CRUST,Portunidae,NA,NA,crustaceans
Indonesia,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,2017,2704,IDN,CRUST,Portunidae,NA,NA,crustaceans
Indonesia,Portunus swimcrabs nei,"Pacific, Western Central",Brackishwater,2017,8953,IDN,CRUST,Portunidae,NA,NA,crustaceans
Indonesia,Tropical spiny lobsters nei,"Pacific, Western Central",Marine,2017,1532,IDN,CRUST,Palinuridae,NA,NA,crustaceans
Malaysia,Indo-Pacific swamp crab,"Indian Ocean, Eastern",Brackishwater,2017,32.49,MYS,CRUST,Portunidae,NA,NA,crustaceans
Malaysia,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,2017,63.48,MYS,CRUST,Portunidae,NA,NA,crustaceans
Malaysia,Tropical spiny lobsters nei,"Pacific, Western Central",Brackishwater,2017,2.13,MYS,CRUST,Palinuridae,NA,NA,crustaceans
Mauritius,Indo-Pacific swamp crab,"Indian Ocean, Western",Marine,2017,1,MUS,CRUST,Portunidae,NA,NA,crustaceans
Myanmar,Orange mud crab,"Indian Ocean, Eastern",Marine,2017,3037.63,MMR,CRUST,Portunidae,NA,NA,crustaceans
Norway,Marine crustaceans nei,"Atlantic, Northeast",Marine,2017,21.1,NOR,CRUST,Crustaceans,NA,NA,crustaceans
Philippines,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,2017,18097.5,PHL,CRUST,Portunidae,NA,NA,crustaceans
Philippines,Indo-Pacific swamp crab,"Pacific, Western Central",Marine,2017,2.5,PHL,CRUST,Portunidae,NA,NA,crustaceans
Philippines,Tropical spiny lobsters nei,"Pacific, Western Central",Marine,2017,11.9,PHL,CRUST,Palinuridae,NA,NA,crustaceans
Samoa,Indo-Pacific swamp crab,"Pacific, Eastern Central",Brackishwater,2017,0.3,WSM,CRUST,Portunidae,NA,NA,crustaceans
Singapore,Blue swimming crab,"Pacific, Western Central",Brackishwater,2017,5.7,SGP,CRUST,Portunidae,NA,NA,crustaceans
Singapore,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,2017,22.41,SGP,CRUST,Portunidae,NA,NA,crustaceans
Singapore,Mud spiny lobster,"Pacific, Western Central",Brackishwater,2017,41.7,SGP,CRUST,Palinuridae,NA,NA,crustaceans
Singapore,Blue swimming crab,"Pacific, Western Central",Marine,2017,25.43,SGP,CRUST,Portunidae,NA,NA,crustaceans
Singapore,Indo-Pacific swamp crab,"Pacific, Western Central",Marine,2017,13.03,SGP,CRUST,Portunidae,NA,NA,crustaceans
Singapore,Mud spiny lobster,"Pacific, Western Central",Marine,2017,20.45,SGP,CRUST,Palinuridae,NA,NA,crustaceans
Spain,Green crab,Mediterranean and Black Sea,Marine,2017,0.05,ESP,CRUST,Portunidae,NA,NA,crustaceans
Sri Lanka,Indo-Pacific swamp crab,"Indian Ocean, Eastern",Brackishwater,2017,50.8,LKA,CRUST,Portunidae,NA,NA,crustaceans
Sri Lanka,Tropical spiny lobsters nei,"Indian Ocean, Eastern",Brackishwater,2017,8.49,LKA,CRUST,Palinuridae,NA,NA,crustaceans
Taiwan Province of China,Indo-Pacific swamp crab,"Pacific, Northwest",Brackishwater,2017,7.12,TWN,CRUST,Portunidae,NA,NA,crustaceans
Taiwan Province of China,Marine crabs nei,"Pacific, Northwest",Brackishwater,2017,155.78,TWN,CRUST,Portunidae,NA,NA,crustaceans
Taiwan Province of China,Natantian decapods nei,"Pacific, Northwest",Brackishwater,2017,1.2,TWN,CRUST,Sergestidae,NA,NA,crustaceans
"Tanzania, United Rep. of",Indo-Pacific swamp crab,"Indian Ocean, Western",Brackishwater,2017,2,TZA,CRUST,Portunidae,NA,NA,crustaceans
Thailand,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,2017,100,THA,CRUST,Portunidae,NA,NA,crustaceans
Viet Nam,Indo-Pacific swamp crab,"Pacific, Western Central",Brackishwater,2017,65462.65,VNM,CRUST,Portunidae,NA,NA,crustaceans
Viet Nam,Tropical spiny lobsters nei,"Pacific, Western Central",Marine,2017,1480.31,VNM,CRUST,Palinuridae,NA,NA,crustaceans
Australia,Southern bluefin tuna,"Indian Ocean, Eastern",Marine,2017,8100,AUS,F,Scombridae,NA,NA,tuna
Croatia,Atlantic bluefin tuna,Mediterranean and Black Sea,Marine,2017,1081,HRV,F,Scombridae,NA,NA,tuna
Japan,Pacific bluefin tuna,"Pacific, Northwest",Marine,2017,15858,JPN,F,Scombridae,NA,NA,tuna
Malta,Atlantic bluefin tuna,Mediterranean and Black Sea,Marine,2017,4505,MLT,F,Scombridae,NA,NA,tuna
Mexico,Pacific bluefin tuna,"Pacific, Eastern Central",Marine,2017,5721.56,MEX,F,Scombridae,NA,NA,tuna
Spain,Atlantic bluefin tuna,Mediterranean and Black Sea,Marine,2017,1030,ESP,F,Scombridae,NA,NA,tuna
Turkey,Atlantic bluefin tuna,Mediterranean and Black Sea,Marine,2017,777,TUR,F,Scombridae,NA,NA,tuna
